CG,status,chr,pos,cluster_id
cg26597838,ESS_SIV,10,789676,chr10_310
cg08457232,ESS_SIV,10,1089661,single228
cg14464133,ESS_SIV,10,1199647,single229
cg12799314,ESS_SIV,10,1362999,single230
cg22172057,ESS_SIV,10,1363743,single231
cg11766676,chr10_524,10,1460287,chr10_524
cg01239367,ESS_SIV,10,1773305,single232
cg17246535,ESS_SIV,10,2315170,single233
cg18171855,ESS_SIV,10,2501283,ESS_36
cg05625103,ESS_SIV,10,2501322,ESS_36
cg15501526,ESS_SIV,10,2501572,ESS_36
cg01477942,ESS_SIV,10,2935831,SIV_84
cg03961510,ESS_SIV,10,2936247,SIV_84
cg16397968,chr10_908,10,3122549,chr10_908
cg26769838,chr10_908,10,3122653,chr10_908
cg15087907,ESS_SIV,10,3127068,single239
cg18912160,chr10_956,10,3238883,chr10_956
cg26490758,ESS_SIV,10,3330746,single240
cg04398416,ESS_SIV,10,3556295,single241
cg06309629,ESS_SIV,10,4034205,single242
cg16260126,ESS_SIV,10,4850078,single243
cg07639198,ESS_SIV,10,4962059,single244
cg04683516,ESS_SIV,10,5005296,single245
cg19882857,ESS_SIV,10,5481682,single246
cg22851864,ESS_SIV,10,5646508,single247
cg00614503,chr10_2448,10,11075502,chr10_2448
cg11103390,ESS_SIV,10,11742922,single248
cg00387524,ESS_SIV,10,11819821,single249
cg25858261,ESS_SIV,10,12043060,single250
cg19958736,chr10_2972,10,12957551,chr10_2972
cg24284539,chr10_2972,10,12957600,chr10_2972
cg00236261,chr10_2972,10,12957619,chr10_2972
cg12390516,ESS_SIV,10,13439847,single251
cg15690985,chr10_3409,10,14974561,chr10_3409
cg00964333,chr10_3417,10,14996047,chr10_3417
cg16345366,chr10_3417,10,14996148,chr10_3417
cg23997132,chr10_3417,10,14996351,chr10_3417
cg17177536,chr10_4125,10,19489080,chr10_4125
cg14299044,ESS_SIV,10,19683251,single252
cg14240646,chr10_5237,10,27243317,chr10_5237
cg14240646,ESS_SIV,10,27243317,chr10_5237
cg15469871,ESS_SIV,10,27252490,SIV_86
cg03848129,ESS_SIV,10,27252698,SIV_86
cg25705717,ESS_SIV,10,27319791,single256
cg13458005,chr10_5267,10,27413381,chr10_5267
cg18669948,chr10_5267,10,27413600,chr10_5267
cg02402587,chr10_5267,10,27413846,chr10_5267
cg02402587,ESS_SIV,10,27413846,chr10_5267
cg27363617,chr10_5267,10,27414319,chr10_5267
cg00650361,chr10_5267,10,27414361,chr10_5267
cg02933909,chr10_5267,10,27414401,chr10_5267
cg00632657,chr10_5267,10,27414408,chr10_5267
cg14174317,chr10_5267,10,27414434,chr10_5267
cg15283904,chr10_5267,10,27414449,chr10_5267
cg03816081,ESS_SIV,10,29288815,single258
cg25804357,chr10_5664,10,29545335,chr10_5664
cg12329853,chr10_5664,10,29545338,chr10_5664
cg03029551,chr10_5664,10,29545595,chr10_5664
cg20073153,chr10_5789,10,29949887,chr10_5789
cg18868178,ESS_SIV,10,31133745,single259
cg12196389,ESS_SIV,10,35215080,single260
cg17481476,ESS_SIV,10,37125809,single261
cg00561194,ESS_SIV,10,37780793,single262
cg24602309,ESS_SIV,10,38010523,single263
cg01347035,chr10_7380,10,42111747,chr10_7380
cg10963440,chr10_7380,10,42112248,chr10_7380
cg09266080,chr10_7380,10,42113302,chr10_7380
cg15257565,ESS_SIV,10,42149440,single264
cg16449687,ESS_SIV,10,42367429,single265
cg27119456,ESS_SIV,10,42367726,single266
cg24527560,ESS_SIV,10,42368061,ESS_14
cg24598948,ESS_SIV,10,42368092,ESS_14
cg24714864,ESS_SIV,10,42368103,ESS_14
cg01485177,ESS_SIV,10,42368147,ESS_14
cg10581256,ESS_SIV,10,42638245,SIV_17
cg03180457,ESS_SIV,10,42638547,SIV_17
cg24494556,ESS_SIV,10,42638653,SIV_17
cg10001458,ESS_SIV,10,42638855,SIV_17
cg17437770,ESS_SIV,10,42755353,single275
cg16171213,ESS_SIV,10,43329022,single276
cg06159404,ESS_SIV,10,43350929,single277
cg25888561,ESS_SIV,10,43667620,single278
cg26132114,ESS_SIV,10,43728487,ESS_72
cg24530234,ESS_SIV,10,43728567,ESS_72
cg02113055,ESS_SIV,10,44577073,single281
cg08860011,ESS_SIV,10,46411570,single283
cg24591913,ESS_SIV,10,46486570,single282
cg03716984,ESS_SIV,10,52778746,single284
cg22705835,ESS_SIV,10,63573074,single285
cg05772155,ESS_SIV,10,64041673,single286
cg18009000,ESS_SIV,10,70052172,single287
cg01322555,ESS_SIV,10,70133032,single288
cg04304802,chr10_11479,10,71740209,chr10_11479
cg16178415,ESS_SIV,10,80505690,single289
cg09981929,ESS_SIV,10,80536317,single290
cg00169964,ESS_SIV,10,84214417,single291
cg07934434,chr10_13832,10,86138936,chr10_13832
cg25010929,chr10_13832,10,86138986,chr10_13832
cg07718471,ESS_SIV,10,86359333,single292
cg00167275,ESS_SIV,10,87094832,single293
cg16844333,chr10_14100,10,87407701,chr10_14100
cg07147421,chr10_14100,10,87407712,chr10_14100
cg23153615,chr10_14100,10,87408167,chr10_14100
cg09170412,chr10_14100,10,87408215,chr10_14100
cg11380830,chr10_14931,10,94363329,chr10_14931
cg03269218,ESS_SIV,10,95230944,single294
cg25604594,ESS_SIV,10,97578432,single295
cg12715136,ESS_SIV,10,98244757,single296
cg27514509,chr10_15672,10,98407670,chr10_15672
cg26690318,chr10_15672,10,98407709,chr10_15672
cg09797202,ESS_SIV,10,100351351,single297
cg27052069,ESS_SIV,10,100631919,single298
cg18171204,ESS_SIV,10,101019011,single299
cg13267776,ESS_SIV,10,103077233,single300
cg10074506,chr10_16916,10,104275374,chr10_16916
cg23659134,chr10_16916,10,104275411,chr10_16916
cg06749524,ESS_SIV,10,109393172,single301
cg00817464,ESS_SIV,10,109903119,single302
cg26077897,ESS_SIV,10,116324307,single303
cg18699744,ESS_SIV,10,116627697,single304
cg00098286,chr10_18700,10,116645118,chr10_18700
cg17198722,ESS_SIV,10,119178702,single305
cg19856749,chr10_19962,10,122557121,chr10_19962
cg24508426,chr10_20006,10,122818694,chr10_20006
cg24508426,ESS_SIV,10,122818694,chr10_20006
cg04278168,chr10_20006,10,122818748,chr10_20006
cg02613370,chr10_20006,10,122818851,chr10_20006
cg00502035,ESS_SIV,10,123991871,single307
cg20250269,ESS_SIV,10,123991898,single308
cg07906193,ESS_SIV,10,124911398,single309
cg09127448,ESS_SIV,10,125015540,single310
cg12377401,chr10_21251,10,128180081,chr10_21251
cg17686260,ESS_SIV,10,129614501,single311
cg07366506,ESS_SIV,10,130045462,ESS_73
cg27102141,ESS_SIV,10,130045535,ESS_73
cg06406026,ESS_SIV,10,130191392,SIV_85
cg11372818,ESS_SIV,10,130191586,SIV_85
cg12765123,chr10_21784,10,130301756,chr10_21784
cg12765123,ESS_SIV,10,130301756,chr10_21784
cg27044861,chr10_21893,10,130802487,chr10_21893
cg26359646,chr10_21893,10,130802523,chr10_21893
cg25024808,chr10_21893,10,130802551,chr10_21893
cg00722041,ESS_SIV,10,131084621,single317
cg11519836,chr10_22194,10,131815199,chr10_22194
cg23771949,chr10_22489,10,132351887,chr10_22489
cg23771949,ESS_SIV,10,132351887,chr10_22489
cg25798024,chr10_22584,10,132490525,chr10_22584
cg11016411,chr10_22584,10,132490805,chr10_22584
cg06566384,chr10_22594,10,132502897,chr10_22594
cg27286337,ESS_SIV,10,132741777,single319
cg16109778,chr10_22751,10,132771618,chr10_22751
cg12319143,ESS_SIV,10,132913268,single320
cg22716280,ESS_SIV,10,132913816,single321
cg23155965,chr10_22857,10,132964673,chr10_22857
cg24680439,chr10_22857,10,132964964,ESS_76
cg24680439,ESS_SIV,10,132964964,ESS_76
cg02276826,chr10_22857,10,132965145,ESS_76
cg02276826,ESS_SIV,10,132965145,ESS_76
cg11461825,ESS_SIV,10,132983446,single324
cg18853312,chr10_22978,10,133156307,chr10_22978
cg08880064,chr10_22978,10,133156381,chr10_22978
cg15784580,chr10_22980,10,133158231,chr10_22980
cg24668570,ESS_SIV,10,133160275,single325
cg13702953,chr10_23010,10,133203714,chr10_23010
cg27332938,ESS_SIV,10,133309265,single326
cg24721873,ESS_SIV,10,133520619,single327
cg13315147,chr10_23167,10,133528025,ESS_74
cg13315147,ESS_SIV,10,133528025,ESS_74
cg19469447,chr10_23167,10,133528367,SIV_35
cg19469447,ESS_SIV,10,133528367,SIV_35
cg00321709,ESS_SIV,10,133528430,ESS_74
cg00321709,chr10_23167,10,133528430,ESS_74
cg10862468,chr10_23167,10,133528715,chr10_23167
cg25330361,chr10_23167,10,133528910,chr10_23167
cg23400446,chr10_23167,10,133529057,chr10_23167
cg24530264,chr10_23167,10,133529117,chr10_23167
cg18984983,chr10_23167,10,133529433,ESS_35
cg18984983,ESS_SIV,10,133529433,ESS_35
cg05194426,chr10_23167,10,133529690,ESS_35
cg05194426,ESS_SIV,10,133529690,ESS_35
cg11445109,chr10_23167,10,133529745,ESS_35
cg11445109,ESS_SIV,10,133529745,ESS_35
cg27214960,chr10_23167,10,133529777,chr10_23167
cg14291745,ESS_SIV,10,133622560,single334
cg09929763,ESS_SIV,11,358333,ESS_77
cg11062778,ESS_SIV,11,358439,ESS_77
cg25258098,ESS_SIV,11,396795,ESS_78
cg01794156,ESS_SIV,11,397078,ESS_78
cg17165241,chr11_102,11,400386,chr11_102
cg17165241,ESS_SIV,11,400386,chr11_102
cg12036817,chr11_106,11,405847,chr11_106
cg12072972,chr11_106,11,405959,chr11_106
cg17376853,chr11_106,11,405971,chr11_106
cg11364895,chr11_106,11,406020,chr11_106
cg03909863,ESS_SIV,11,638405,single340
cg01741372,ESS_SIV,11,783890,single341
cg11406765,ESS_SIV,11,980040,single342
cg07647179,ESS_SIV,11,1078881,single343
cg01274643,ESS_SIV,11,1262717,ESS_79
cg15363314,ESS_SIV,11,1262741,ESS_79
cg08154700,chr11_957,11,1577178,chr11_957
cg08547097,chr11_1048,11,1813004,chr11_1048
cg04047579,chr11_1048,11,1813066,chr11_1048
cg21191514,ESS_SIV,11,2166692,single346
cg10658853,chr11_1176,11,2212283,chr11_1176
cg07433154,chr11_1227,11,2343267,chr11_1227
cg16075139,chr11_1258,11,2385694,chr11_1258
cg08145373,chr11_1258,11,2385779,chr11_1258
cg12077660,ESS_SIV,11,2700014,single347
cg03174521,chr11_1584,11,3156636,chr11_1584
cg18415791,chr11_1584,11,3156795,chr11_1584
cg06540908,chr11_1661,11,3427364,chr11_1661
cg06882420,chr11_1717,11,3584741,chr11_1717
cg08577913,ESS_SIV,11,4393964,single348
cg07589078,ESS_SIV,11,4956695,single349
cg18450930,chr11_1968,11,5422994,chr11_1968
cg00375457,chr11_1989,11,5596044,chr11_1989
cg16542322,chr11_1989,11,5596059,chr11_1989
cg17706456,chr11_1989,11,5596138,chr11_1989
cg26313599,ESS_SIV,11,6270722,ESS_16
cg04585209,ESS_SIV,11,6271082,ESS_16
cg18706028,ESS_SIV,11,6271261,ESS_16
cg26700447,ESS_SIV,11,6271282,ESS_16
cg11185456,ESS_SIV,11,6570837,ESS_15
cg11185456,chr11_2164,11,6570837,ESS_15
cg24637308,chr11_2164,11,6571068,ESS_15
cg24637308,ESS_SIV,11,6571068,ESS_15
cg01833234,chr11_2164,11,6571356,ESS_15
cg01833234,ESS_SIV,11,6571356,ESS_15
cg10208301,chr11_2164,11,6571516,ESS_15
cg10208301,ESS_SIV,11,6571516,ESS_15
cg07103673,ESS_SIV,11,7071489,single358
cg21881798,ESS_SIV,11,8910162,single359
cg13070366,ESS_SIV,11,9364905,single360
cg01116568,ESS_SIV,11,10454983,single361
cg17074339,ESS_SIV,11,11620587,single362
cg19347782,ESS_SIV,11,12138216,single363
cg02886208,ESS_SIV,11,14259466,single364
cg25251204,chr11_3543,11,14905911,chr11_3543
cg00085434,chr11_3543,11,14905944,chr11_3543
cg16394018,chr11_3543,11,14906004,chr11_3543
cg23065768,chr11_3848,11,17390166,chr11_3848
cg22937444,chr11_3848,11,17390220,chr11_3848
cg05304057,ESS_SIV,11,18120079,single365
cg07093428,ESS_SIV,11,18411954,ESS_8
cg19767548,ESS_SIV,11,18412008,ESS_8
cg14332815,ESS_SIV,11,18412018,ESS_8
cg11821245,ESS_SIV,11,18412137,ESS_8
cg05740244,chr11_4093,11,18412469,ESS_8
cg05740244,ESS_SIV,11,18412469,ESS_8
cg07415359,chr11_4093,11,18412808,ESS_8
cg07415359,ESS_SIV,11,18412808,ESS_8
cg14813083,ESS_SIV,11,18455734,ESS_80
cg15463284,ESS_SIV,11,18455988,ESS_80
cg14409029,ESS_SIV,11,19116697,single374
cg24426391,ESS_SIV,11,20363341,single375
cg06241208,chr11_5232,11,30322654,chr11_5232
cg06241208,ESS_SIV,11,30322654,chr11_5232
cg03447554,ESS_SIV,11,43072476,single377
cg26985203,chr11_6745,11,43881493,chr11_6745
cg12856521,ESS_SIV,11,46367700,single378
cg09580214,chr11_7677,11,47426984,chr11_7677
cg09667753,ESS_SIV,11,50280380,single379
cg02254774,ESS_SIV,11,50298326,single380
cg14716792,ESS_SIV,11,55366793,single381
cg09684106,chr11_8308,11,55872816,chr11_8308
cg15971518,ESS_SIV,11,57391702,single382
cg02220129,ESS_SIV,11,58830767,ESS_37
cg11909574,ESS_SIV,11,58830866,ESS_37
cg04819497,ESS_SIV,11,58830972,ESS_37
cg18551877,ESS_SIV,11,58844615,single386
cg11229864,ESS_SIV,11,58900596,single387
cg00735023,ESS_SIV,11,59062883,single388
cg17588350,ESS_SIV,11,60647217,ESS_81
cg19431051,ESS_SIV,11,60647295,ESS_81
cg12528056,ESS_SIV,11,60852483,single391
cg09147119,ESS_SIV,11,61657751,single392
cg23876832,chr11_9432,11,62325268,chr11_9432
cg14933468,chr11_9454,11,62371128,chr11_9454
cg09347134,chr11_9454,11,62371374,chr11_9454
cg12644659,ESS_SIV,11,64452099,single393
cg23361590,ESS_SIV,11,64562169,single394
cg24745327,ESS_SIV,11,65422728,single395
cg20450318,ESS_SIV,11,65647790,single396
cg08755490,ESS_SIV,11,65787208,single397
cg04592747,ESS_SIV,11,66268472,single398
cg05475524,ESS_SIV,11,66559328,single399
cg24851651,ESS_SIV,11,66595489,single400
cg00290607,ESS_SIV,11,67616075,ESS_82
cg00290607,chr11_11604,11,67616075,ESS_82
cg23188684,chr11_11604,11,67616181,ESS_82
cg23188684,ESS_SIV,11,67616181,ESS_82
cg00864171,chr11_11604,11,67616192,chr11_11604
cg08355456,chr11_11604,11,67616221,chr11_11604
cg24690094,chr11_11604,11,67616332,chr11_11604
cg04647918,chr11_11604,11,67616392,chr11_11604
cg24974729,ESS_SIV,11,67996850,single403
cg21049762,chr11_11752,11,68037990,chr11_11752
cg07326602,ESS_SIV,11,68727936,single404
cg04772025,ESS_SIV,11,68870101,single405
cg11157765,ESS_SIV,11,70136891,single406
cg09776041,ESS_SIV,11,71489444,single407
cg25801502,ESS_SIV,11,71602705,single408
cg20835708,ESS_SIV,11,71813455,single409
cg25933104,chr11_13102,11,72587256,chr11_13102
cg04044120,ESS_SIV,11,73957713,single410
cg06329735,ESS_SIV,11,75428346,ESS_17
cg05353869,ESS_SIV,11,75428500,ESS_17
cg04231094,ESS_SIV,11,75428636,ESS_17
cg10909185,ESS_SIV,11,75428692,ESS_17
cg04058752,ESS_SIV,11,77040326,single415
cg04518186,ESS_SIV,11,77588918,single416
cg09721595,ESS_SIV,11,78062879,single417
cg09298680,chr11_14181,11,78141835,chr11_14181
cg13228701,ESS_SIV,11,78903478,single418
cg00322261,chr11_14613,11,82404087,chr11_14613
cg24483346,chr11_14613,11,82404181,chr11_14613
cg01202519,ESS_SIV,11,85934701,single419
cg06884304,chr11_14953,11,86241290,chr11_14953
cg21566416,ESS_SIV,11,86789113,single420
cg26138821,ESS_SIV,11,90223537,single421
cg22332266,chr11_15297,11,90223610,chr11_15297
cg26834418,chr11_15297,11,90223866,chr11_15297
cg07609862,ESS_SIV,11,92969747,single422
cg00489066,ESS_SIV,11,94792021,single423
cg03406626,ESS_SIV,11,96302941,single424
cg03942599,ESS_SIV,11,101470824,single425
cg22355889,ESS_SIV,11,107590860,single426
cg14774438,ESS_SIV,11,112086673,single427
cg15300101,chr11_17377,11,112225903,chr11_17377
cg12822818,chr11_17377,11,112226059,chr11_17377
cg10980774,ESS_SIV,11,112961826,single428
cg27661571,ESS_SIV,11,113789210,single429
cg09593860,ESS_SIV,11,114058566,single430
cg03821689,ESS_SIV,11,117877473,single431
cg25278576,chr11_18601,11,118689258,chr11_18601
cg07780348,ESS_SIV,11,118971704,SIV_89
cg05940452,ESS_SIV,11,118971775,SIV_89
cg08190109,chr11_18755,11,119124633,chr11_18755
cg15174564,ESS_SIV,11,120986093,single434
cg13160852,chr11_19430,11,122176321,chr11_19430
cg20905796,ESS_SIV,11,122506154,single435
cg11537406,ESS_SIV,11,125062729,single436
cg19097082,ESS_SIV,11,130331428,single437
cg03367643,ESS_SIV,11,130783932,single438
cg02960500,chr11_21421,11,131600031,chr11_21421
cg18009484,chr11_21477,11,131760700,chr11_21477
cg15277677,chr11_21477,11,131760755,chr11_21477
cg01877500,chr11_21556,11,132069435,chr11_21556
cg01208557,chr11_21556,11,132069560,chr11_21556
cg24829292,chr11_21747,11,133081944,chr11_21747
cg22629528,ESS_SIV,11,133081967,chr11_21747
cg22629528,chr11_21747,11,133081967,chr11_21747
cg26283170,chr11_21747,11,133082056,chr11_21747
cg11395954,ESS_SIV,11,133788115,ESS_83
cg10486069,ESS_SIV,11,133788219,ESS_83
cg06766960,chr11_21880,11,133833200,chr11_21880
cg06766960,ESS_SIV,11,133833200,chr11_21880
cg14349672,chr11_21880,11,133833813,chr11_21880
cg06067394,ESS_SIV,11,133919216,single443
cg18057887,ESS_SIV,11,133931019,single444
cg07010222,ESS_SIV,11,134524296,single445
cg02275226,ESS_SIV,11,134738705,single446
cg19778375,ESS_SIV,12,188666,single447
cg07866725,ESS_SIV,12,203427,SIV_95
cg05860956,ESS_SIV,12,203430,SIV_95
cg01201512,ESS_SIV,12,631173,single450
cg07813377,ESS_SIV,12,1083260,single451
cg11957400,ESS_SIV,12,1907928,SIV_90
cg24856673,ESS_SIV,12,1907969,SIV_90
cg08762603,ESS_SIV,12,1922252,single454
cg01224922,chr12_673,12,2105878,chr12_673
cg10104252,ESS_SIV,12,3454734,single455
cg17448836,chr12_1401,12,4019311,chr12_1401
cg11791577,ESS_SIV,12,4849326,single456
cg20667825,ESS_SIV,12,6310869,single457
cg23877043,ESS_SIV,12,6709219,single458
cg16874583,ESS_SIV,12,7628409,ESS_39
cg16874583,chr12_2357,12,7628409,ESS_39
cg10578777,chr12_2357,12,7628498,chr12_2357
cg14906510,chr12_2357,12,7628574,ESS_39
cg14906510,ESS_SIV,12,7628574,ESS_39
cg25828445,chr12_2357,12,7628693,chr12_2357
cg09651654,ESS_SIV,12,7628836,ESS_39
cg14108567,ESS_SIV,12,8564892,single462
cg10424892,chr12_2709,12,9449650,chr12_2709
cg19651757,ESS_SIV,12,9943520,ESS_84
cg24299306,ESS_SIV,12,9943554,ESS_84
cg20188490,ESS_SIV,12,10927859,single465
cg25373614,ESS_SIV,12,11395086,single466
cg18232235,chr12_2941,12,11547388,chr12_2941
cg19651115,chr12_2941,12,11547410,chr12_2941
cg06202470,ESS_SIV,12,11547556,chr12_2941
cg06202470,chr12_2941,12,11547556,chr12_2941
cg19789919,ESS_SIV,12,14365615,single468
cg00697301,ESS_SIV,12,19783544,SIV_92
cg07238058,ESS_SIV,12,19783678,SIV_92
cg25134647,ESS_SIV,12,25302057,single471
cg15828915,ESS_SIV,12,26648231,single472
cg13679842,ESS_SIV,12,28937108,single473
cg00574919,chr12_5210,12,31118496,chr12_5210
cg04797224,chr12_5210,12,31118850,chr12_5210
cg17292337,chr12_5210,12,31119179,SIV_37
cg17292337,ESS_SIV,12,31119179,SIV_37
cg10317314,chr12_5210,12,31119181,SIV_37
cg10317314,ESS_SIV,12,31119181,SIV_37
cg14687298,chr12_5210,12,31119186,SIV_37
cg14687298,ESS_SIV,12,31119186,SIV_37
cg08537890,ESS_SIV,12,31119932,single477
cg08858160,chr12_5677,12,34303697,chr12_5677
cg23295071,chr12_5722,12,34354323,chr12_5722
cg19787556,ESS_SIV,12,34361527,single478
cg16009988,chr12_5733,12,34363138,chr12_5733
cg27019122,ESS_SIV,12,34385852,single479
cg03786043,ESS_SIV,12,34599895,single480
cg20353489,ESS_SIV,12,34605373,single481
cg08037478,ESS_SIV,12,38151284,single482
cg03562770,ESS_SIV,12,39144803,SIV_91
cg20762480,ESS_SIV,12,39145053,SIV_91
cg20731937,ESS_SIV,12,47942382,single485
cg00201175,chr12_6938,12,48296764,chr12_6938
cg18878907,chr12_6938,12,48296907,chr12_6938
cg06600725,chr12_6938,12,48297133,chr12_6938
cg13904562,chr12_6938,12,48297192,chr12_6938
cg13952159,chr12_6938,12,48297254,chr12_6938
cg09187865,ESS_SIV,12,48333894,single486
cg24028495,chr12_7042,12,48928431,chr12_7042
cg05558712,chr12_7304,12,49860368,chr12_7304
cg09918394,ESS_SIV,12,50129843,single487
cg15127250,ESS_SIV,12,51392706,single488
cg02516696,chr12_7750,12,51812990,chr12_7750
cg19974223,ESS_SIV,12,51887893,SIV_38
cg19948393,ESS_SIV,12,51888027,SIV_38
cg04349021,ESS_SIV,12,51888118,SIV_38
cg25640288,chr12_7965,12,52409601,chr12_7965
cg06553033,ESS_SIV,12,52876456,single492
cg16387046,ESS_SIV,12,54854424,single493
cg06679265,ESS_SIV,12,56646421,single494
cg03542788,chr12_8987,12,56879427,chr12_8987
cg11840804,chr12_8992,12,56994401,chr12_8992
cg12988522,ESS_SIV,12,57229313,single495
cg23860436,chr12_9358,12,57984981,chr12_9358
cg06943073,ESS_SIV,12,63916654,single496
cg22375663,ESS_SIV,12,69331656,single497
cg11340603,ESS_SIV,12,79423186,single498
cg22171314,ESS_SIV,12,79711020,single499
cg19622623,chr12_11881,12,85837048,chr12_11881
cg18827107,chr12_11881,12,85837180,chr12_11881
cg08922308,ESS_SIV,12,94833218,single500
cg07805603,ESS_SIV,12,95475827,single501
cg15771551,chr12_13222,12,97724044,chr12_13222
cg15975750,ESS_SIV,12,100718500,single502
cg03923277,ESS_SIV,12,103965955,single503
cg07696842,ESS_SIV,12,104695731,single504
cg25345738,ESS_SIV,12,107685059,single505
cg16023864,chr12_15277,12,110450574,chr12_15277
cg19516733,ESS_SIV,12,113393103,single506
cg27656459,ESS_SIV,12,116358758,single507
cg11258452,ESS_SIV,12,119156650,single508
cg21016266,ESS_SIV,12,121918693,single509
cg23029597,ESS_SIV,12,122524948,chr12_18210
cg23029597,chr12_18210,12,122524948,chr12_18210
cg17858911,ESS_SIV,12,122527805,single511
cg16953816,ESS_SIV,12,122865406,single512
cg07670188,chr12_18575,12,123582314,chr12_18575
cg20000602,ESS_SIV,12,124249301,single513
cg20337996,ESS_SIV,12,124296264,single514
cg17878881,ESS_SIV,12,124864527,single515
cg06300469,ESS_SIV,12,124898593,single516
cg07877257,ESS_SIV,12,124927377,single517
cg25825627,ESS_SIV,12,127146654,single518
cg25097398,ESS_SIV,12,127166357,single519
cg19703614,chr12_19717,12,128247578,chr12_19717
cg09035930,ESS_SIV,12,128797513,single520
cg02763002,ESS_SIV,12,128960127,single521
cg15532640,chr12_19946,12,129070022,chr12_19946
cg01290755,chr12_19946,12,129070043,chr12_19946
cg01290755,ESS_SIV,12,129070043,chr12_19946
cg11710851,chr12_20177,12,130281314,chr12_20177
cg14604444,chr12_20177,12,130281547,ESS_89
cg14604444,ESS_SIV,12,130281547,ESS_89
cg27633287,chr12_20177,12,130281699,ESS_89
cg27633287,ESS_SIV,12,130281699,ESS_89
cg24229701,ESS_SIV,12,130337418,single525
cg24838063,ESS_SIV,12,130338059,ESS_38
cg26677194,ESS_SIV,12,130338061,ESS_38
cg23887609,ESS_SIV,12,130338130,ESS_38
cg23548151,ESS_SIV,12,130339294,SIV_94
cg13900773,ESS_SIV,12,130339471,SIV_94
cg20594841,ESS_SIV,12,130649267,single531
cg19014368,chr12_20317,12,130712505,chr12_20317
cg21046080,chr12_20430,12,131021548,chr12_20430
cg10909373,chr12_20475,12,131137740,chr12_20475
cg26922917,chr12_20475,12,131138040,ESS_86
cg26922917,ESS_SIV,12,131138040,ESS_86
cg07635485,chr12_20475,12,131138146,chr12_20475
cg01056242,ESS_SIV,12,131138195,ESS_86
cg01056242,chr12_20475,12,131138195,ESS_86
cg00171214,chr12_20586,12,131492925,chr12_20586
cg00063040,chr12_20612,12,131576993,chr12_20612
cg09239150,chr12_20648,12,131681837,chr12_20648
cg16824113,chr12_20648,12,131681941,chr12_20648
cg15387567,chr12_20652,12,131685609,chr12_20652
cg00078996,ESS_SIV,12,131808785,ESS_87
cg04063615,ESS_SIV,12,131808844,ESS_87
cg11904978,chr12_20703,12,131850993,chr12_20703
cg22244940,chr12_20703,12,131851398,chr12_20703
cg22244940,ESS_SIV,12,131851398,chr12_20703
cg10890403,chr12_20703,12,131851863,chr12_20703
cg25016646,chr12_21096,12,132444357,chr12_21096
cg25822783,ESS_SIV,12,132474241,single537
cg21600908,ESS_SIV,12,132509300,ESS_88
cg12093005,chr12_21158,12,132509482,ESS_88
cg12093005,ESS_SIV,12,132509482,ESS_88
cg02565297,chr12_21211,12,132568225,chr12_21211
cg04803930,ESS_SIV,12,132582887,ESS_85
cg25130710,ESS_SIV,12,132583167,ESS_85
cg11793759,chr12_21226,12,132600243,chr12_21226
cg09805252,chr12_21237,12,132610867,chr12_21237
cg18159533,ESS_SIV,12,132780657,single542
cg13046814,chr13_48,13,18600080,chr13_48
cg08874067,chr13_86,13,18875038,chr13_86
cg24135336,chr13_86,13,18875199,chr13_86
cg14618186,chr13_86,13,18875582,chr13_86
cg10369444,chr13_165,13,19497072,chr13_165
cg23738842,chr13_173,13,19561803,chr13_173
cg05986831,chr13_173,13,19561859,chr13_173
cg00963378,ESS_SIV,13,20142500,single543
cg15344726,chr13_287,13,20143208,chr13_287
cg22579841,chr13_287,13,20143361,chr13_287
cg26013143,chr13_287,13,20143438,chr13_287
cg12428416,chr13_287,13,20143459,chr13_287
cg08822578,ESS_SIV,13,20985477,single544
cg14456004,ESS_SIV,13,21298211,single545
cg13730219,ESS_SIV,13,21322163,single546
cg06138931,chr13_552,13,21322478,chr13_552
cg25082671,chr13_573,13,21377241,chr13_573
cg26751406,chr13_573,13,21377493,chr13_573
cg20512924,chr13_581,13,21447238,chr13_581
cg27427743,ESS_SIV,13,22696712,single547
cg14395298,ESS_SIV,13,22838112,SIV_97
cg14089267,ESS_SIV,13,22838271,SIV_97
cg05820861,ESS_SIV,13,24308159,single550
cg22771759,ESS_SIV,13,24328239,single551
cg16134678,ESS_SIV,13,25096050,single552
cg08532057,ESS_SIV,13,25301299,single553
cg11787508,ESS_SIV,13,26187201,single554
cg19529146,ESS_SIV,13,27533246,SIV_99
cg00318380,ESS_SIV,13,27533302,SIV_99
cg10617192,chr13_1991,13,29339961,chr13_1991
cg13506281,chr13_1991,13,29340064,chr13_1991
cg09690219,chr13_3085,13,36822373,chr13_3085
cg09117688,ESS_SIV,13,40922488,single557
cg14759977,ESS_SIV,13,40922647,single558
cg15988970,ESS_SIV,13,43023601,single559
cg04118119,ESS_SIV,13,46797853,single560
cg08779649,ESS_SIV,13,49620419,ESS_90
cg03651054,ESS_SIV,13,49620508,ESS_90
cg20293942,ESS_SIV,13,50127121,single563
cg12056887,chr13_4939,13,51050211,chr13_4939
cg23734418,ESS_SIV,13,60647183,single564
cg11746996,chr13_6367,13,68885402,chr13_6367
cg10428413,chr13_6367,13,68885476,chr13_6367
cg09429391,chr13_6854,13,74719011,chr13_6854
cg17878506,ESS_SIV,13,75482649,single565
cg11959007,chr13_7005,13,75857959,chr13_7005
